337837,0xe64f8367c09edAcb635D2276025bC15Bdc8419c5,1221732311583839173394,8461046
337843,0xed272F00E4afD7c6cBC34FA3380d87E0dC81Eb7B,80221409489626513608,8461046
337738,0x03f690455145B32D8F5F5113C2e0a4fd6461b9EA,0,8461046
337739,0x67552fD33267bb3c1dC8a974c4b154A3e0bA642d,494883797426000000000,8461046
2,0x14E56Cf9e6257475F9B6310ADc98865Fc24D6504,2519623105286560947,8461046
3,0x561D12D6e1C323bBa755D7CACeA485461d4e1B93,22007787290000000000,8461046
4,0xA94b40c53432f0576E64873CE1CEAd1aae62Fc90,8897032019098976544,8461046
6,0x1Ff9390D1b0EFAE450ba2Dbaa9E1C7F84aa148Fa,2779544511186972,8461046
7,0x79320de2e3a2D1B644F655d990dc5A51CC91d74b,784155172325095838679,8461046
8,0x422b96fbD43583f22006D704cad460111553E114,567821675255955663375,8461046
9,0xb038105f748B1033C6a8D01fefe0C15CDfdB70fb,49809191175000000,8461046
10,0x60e008892A513F34E5CefB85DE1A1d92CcdCBa76,29769720000000000,8461046
11,0x7908DC3465d9b1e25a52e1C28f2602b58F93Ba20,957677264688872806,8461046
12,0x50b4D6CC661f89D850CbD58C4C5878DD9428EBC0,45757350642071331761,8461046
17,0x5c99F40038DFBdbA955aE6811DB1856dD38e1c75,7703768970575584,8461046
18,0x7B0B35b416631f05f321fE74990817dcA81caBDE,40783781001990412749,8461046
19,0x67d3cCbd1D81E7B1427b70D94454E0039271d237,402107974582628642722,8461046
20,0xe48C76db1adAa8D64e9dA70b75Cd00dF496dF559,2000030195785000000000,8461046
21,0x6526c484c867bAD6c813c99f1aeEdFC81dA1DB9f,16020701137000000000,8461046
22,0x7FC63C37737D0256F37195B050f068f4b9d65E3F,149867864649794210,8461046
23,0xDA76a4354ee0C7ea5aA3EAf350788116b2e68be9,646885291848191,8461046
24,0x381150118f049e8970e57B06a6E880b10769E745,35945885323688651603,8461046
25,0x808378793AaEAb39ae4cD93aA6A5B78Fc29423ca,32725076250337677,8461046
26,0xeD75EbA841d999AFe91c6e9E399B9FD3c6Bacf14,2267824099900145412,8461046
27,0x3a6E97Ab7D78eb5d294CB417b49D869b0ba21147,24611501180000000,8461046
28,0xE011dF1d6Eb9e98dE0Fa5E4824c4A48dB1Cef519,4290774000000000,8461046
29,0x8410d62D68803b00aC934855a1bA99166c6e6201,0,8461046
30,0x3a996BEcc51829238113c1e2569793Cb358531DA,18207201000000000,8461046
33,0xc00472C09A0100acD0D981bD9f333502B82E15fE,30874083756050000,8461046
34,0x26c75762dFa660AcEbadcce7f90eF20Be3224D3b,9424143950000000,8461046
35,0x232D40da5dAb417612b97E2E2826a634CF8180C5,39742655375000000,8461046
36,0x21fFe3d22c5196dc3e759d303159A376A7Da9238,20603920275000000,8461046
37,0x86BB4a7f0008FDA39133633E513668564Ed85c74,44501377000000000,8461046
38,0xE331d7D00856979E04322B32D37755C0DC8234E1,50387785931250000,8461046
39,0x69709003106C2aca3A8C86cb8decCd473aDb84B2,43467458806250000,8461046
40,0x7C533bd6136672C1E733B1D6fA9f0e657ae0f842,44596065150000000,8461046
41,0x7b8858e03f81D09A20e0DCB267cA61615C2F01Ad,43983326500000000,8461046
42,0xB10A4fa8BaB818Faa57bF5eD83F59F55Bb954881,45354356365000000,8461046
43,0x9828852607315f6cA241ecfeA2E91e2fEdf7EC7c,43495033337500000,8461046
44,0xe381D23bCcF25F1c980eaCf5906765e2670e1185,44413132000000000,8461046
45,0xb2fF80991f02Bdb8f1d5Af1257E14FA59eBec67d,42890780000000000,8461046
46,0x39F2AeA142a14618617A04E1d576b44204713031,43980583562500000,8461046
47,0xec8FCA50503ddBF3b7d5632F82B363c80F00bCd3,47563923906250000,8461046
48,0xAA854758e5D9feed664ADC3Ef36E7E698aE48951,46938591500000000,8461046
49,0x44cFbCd52749ceE07574c7bA23593449590cAcB9,42927620281250000,8461046
50,0xd7D5B761B97D0c7C73841c3b5988e5415B549d93,43434759000000000,8461046
51,0x6Bde14420dF7fd55a8F35C83311710F4Cc02B11D,44215216056250000,8461046
